date_production,site,ligne_production,type_piece,ordre_fabrication,quantite_produite,quantite_conforme,quantite_non_conforme,temps_cycle_min,delai_prevu_jours,delai_reel_jours,statut_livraison,type_anomalie,gravite_anomalie,cout_non_qualite,operateur_equipe,shift,taux_disponibilite_machine,temperature_machine,vibration_machine,taux_conformite,taux_non_conformite,retard_livraison,mois_production,annee_mois,productivite_par_heure,ecart_delai_jours,presence_anomalie,anomalie_critique,anomalie_stats_temps_cycle_min,anomalie_stats_cout_non_qualite,anomalie_stats_temperature_machine,anomalie_stats_vibration_machine
2024-07-04,Casablanca,Ligne A320,Panneau fuselage,OF-2024-000210,74,67,7,64.92,10,11,En retard,Retouche peinture,Majeure,3015.58,Équipe Alpha,Nuit,0.9212,82.32,2.38,0.9054054054054054,0.0945945945945946,True,2024-07,2024-07-01,61.92236598890942,1,True,False,False,False,False,False
2024-07-04,Casablanca,Ligne A320,Sous-ensemble composite,OF-2025-001467,65,62,3,65.69,11,10,À l'heure,Retouche peinture,Mineure,1259.14,Équipe Alpha,Matin,0.9397,63.64,2.12,0.9538461538461539,0.046153846153846156,False,2024-07,2024-07-01,56.629623991475114,-1,True,False,False,False,False,False
2024-07-04,Montoir-de-Bretagne,Ligne A320,Plancher cabine,OF-2024-007744,75,71,4,19.72,6,9,En retard,Retouche peinture,Mineure,1341.2,Équipe Delta,Après-midi,0.948,68.13,1.09,0.9466666666666667,0.05333333333333334,True,2024-07,2024-07-01,216.02434077079107,3,True,False,True,False,False,False
2024-07-04,Rochefort,Ligne A350,Panneau fuselage,OF-2024-008622,42,41,1,54.34,10,16,En retard,Défaut dimensionnel,Mineure,408.72,Équipe Delta,Après-midi,0.9515,76.66,2.76,0.9761904761904762,0.023809523809523808,True,2024-07,2024-07-01,45.270518954729475,6,True,False,False,False,False,False
2024-07-04,Casablanca,Ligne Assemblage Cabine,Panneau fuselage,OF-2025-010357,66,64,2,38.44,10,10,À l'heure,Contrôle qualité bloquant,Critique,1538.77,Équipe Bravo,Matin,0.9218,67.96,2.45,0.9696969696969697,0.030303030303030304,False,2024-07,2024-07-01,99.89594172736733,0,True,True,False,False,False,False
2024-07-04,Montoir-de-Bretagne,Ligne A320,Panneau fuselage,OF-2024-006300,72,71,1,59.12,8,11,En retard,Écart documentaire,Mineure,327.77,Équipe Delta,Après-midi,0.933,69.6,2.23,0.9861111111111112,0.013888888888888888,True,2024-07,2024-07-01,72.05683355886333,3,True,False,False,False,False,False
2024-07-04,Casablanca,Ligne A330,Sous-ensemble composite,OF-2024-000682,47,42,5,65.64,2,2,À l'heure,Défaut assemblage,Mineure,1897.45,Équipe Delta,Après-midi,0.9042,76.6,2.09,0.8936170212765957,0.10638297872340426,False,2024-07,2024-07-01,38.39122486288848,0,True,False,False,False,False,False
2024-07-04,Casablanca,Ligne A350,Sous-ensemble composite,OF-2024-008600,50,46,4,68.39,6,8,En retard,Contrôle qualité bloquant,Majeure,2249.97,Équipe Alpha,Matin,0.8787,72.62,2.74,0.92,0.08,True,2024-07,2024-07-01,40.356777306623776,2,True,False,False,False,False,False
2024-07-04,Casablanca,Ligne A320,Porte avion,OF-2024-010902,77,73,4,63.77,5,5,À l'heure,Écart documentaire,Mineure,1099.48,Équipe Charlie,Nuit,0.8844,78.43,2.75,0.948051948051948,0.05194805194805195,False,2024-07,2024-07-01,68.68433432648581,0,True,False,False,False,False,False
2024-07-04,Casablanca,Ligne A320,Plancher cabine,OF-2025-003351,70,67,3,46.17,4,4,À l'heure,Retouche peinture,Majeure,1111.94,Équipe Bravo,Nuit,0.8962,71.28,2.2,0.9571428571428572,0.04285714285714286,False,2024-07,2024-07-01,87.06952566601689,0,True,False,False,False,False,False
2024-07-04,Rochefort,Ligne Composite,Cadre structure,OF-2024-003738,39,38,1,55.42,4,4,À l'heure,Retouche peinture,Majeure,681.69,Équipe Alpha,Matin,0.8892,73.51,2.31,0.9743589743589743,0.02564102564102564,False,2024-07,2024-07-01,41.14038253338145,0,True,False,False,False,False,False
2024-07-04,Rochefort,Ligne A330,Panneau fuselage,OF-2025-006325,58,53,5,47.16,2,2,À l'heure,Retouche peinture,Mineure,1692.88,Équipe Alpha,Nuit,0.8734,75.67,2.5,0.9137931034482759,0.08620689655172414,False,2024-07,2024-07-01,67.43002544529263,0,True,False,False,False,False,False
2024-07-05,Rochefort,Ligne A320,Cadre structure,OF-2025-009167,79,73,6,35.19,7,7,À l'heure,Retouche peinture,Majeure,2211.47,Équipe Alpha,Nuit,0.8518,65.76,2.57,0.9240506329113924,0.0759493670886076,False,2024-07,2024-07-01,124.46717817561809,0,True,False,False,False,False,False
2024-07-05,Casablanca,Ligne A330,Cadre structure,OF-2025-005767,67,66,1,46.53,9,15,En retard,Non-conformité matière,Majeure,793.15,Équipe Charlie,Matin,0.942,74.02,2.58,0.9850746268656716,0.014925373134328358,True,2024-07,2024-07-01,85.1063829787234,6,True,False,False,False,False,False
2024-07-05,Rochefort,Ligne A320,Plancher cabine,OF-2024-010420,72,70,2,30.5,4,6,En retard,Contrôle qualité bloquant,Critique,1349.33,Équipe Bravo,Après-midi,0.931,77.31,2.35,0.9722222222222222,0.027777777777777776,True,2024-07,2024-07-01,137.7049180327869,2,True,True,False,False,False,False
2024-07-05,Casablanca,Ligne Assemblage Cabine,Panneau fuselage,OF-2024-007208,59,55,4,40.43,7,11,En retard,Contrôle qualité bloquant,Majeure,1926.51,Équipe Bravo,Après-midi,0.9853,61.23,1.85,0.9322033898305084,0.06779661016949153,True,2024-07,2024-07-01,81.62255750680188,4,True,False,False,False,False,False
2024-07-05,Casablanca,Ligne Assemblage Cabine,Porte avion,OF-2025-004741,74,71,3,67.79,5,5,À l'heure,Retouche peinture,Majeure,1222.87,Équipe Bravo,Matin,0.9456,75.29,3.08,0.9594594594594594,0.04054054054054054,False,2024-07,2024-07-01,62.84112700988346,0,True,False,False,False,False,False
2024-07-05,Rochefort,Ligne A320,Porte avion,OF-2024-008724,74,70,4,54.24,5,9,En retard,Retouche peinture,Mineure,1209.65,Équipe Alpha,Matin,0.8954,75.75,3.17,0.9459459459459459,0.05405405405405406,True,2024-07,2024-07-01,77.43362831858407,4,True,False,False,False,False,False
2024-07-05,Montoir-de-Bretagne,Ligne Assemblage Cabine,Cadre structure,OF-2025-009877,75,75,0,38.71,2,2,À l'heure,Écart documentaire,Majeure,430.0,Équipe Alpha,Matin,0.8924,60.58,2.59,1.0,0.0,False,2024-07,2024-07-01,116.24903125807285,0,True,False,False,False,False,False
2024-07-05,Casablanca,Ligne Assemblage Cabine,Porte avion,OF-2025-004827,57,56,1,53.35,9,9,À l'heure,Écart documentaire,Majeure,698.01,Équipe Alpha,Après-midi,0.9188,74.28,2.12,0.9824561403508771,0.017543859649122806,False,2024-07,2024-07-01,62.980318650421744,0,True,False,False,False,False,False
2024-07-05,Rochefort,Ligne A350,Cadre structure,OF-2025-009957,53,52,1,36.28,4,8,En retard,Retouche peinture,Mineure,620.31,Équipe Alpha,Après-midi,0.905,62.29,2.17,0.9811320754716981,0.018867924528301886,True,2024-07,2024-07-01,85.99779492833517,4,True,False,False,False,False,False
2024-07-05,Casablanca,Ligne A320,Porte avion,OF-2024-004244,74,71,3,70.88,9,14,En retard,Écart documentaire,Critique,1498.15,Équipe Bravo,Matin,0.9497,75.97,1.65,0.9594594594594594,0.04054054054054054,True,2024-07,2024-07-01,60.10158013544018,5,True,True,False,False,False,False
2024-07-06,Casablanca,Ligne Composite,Porte avion,OF-2024-009842,63,60,3,52.03,7,7,À l'heure,Non-conformité matière,Mineure,1085.71,Équipe Delta,Matin,0.9402,61.31,2.85,0.9523809523809523,0.047619047619047616,False,2024-07,2024-07-01,69.19085143186624,0,True,False,False,False,False,False
2024-07-06,Casablanca,Ligne A350,Panneau fuselage,OF-2025-008513,69,63,6,59.19,4,4,À l'heure,Défaut assemblage,Mineure,1903.26,Équipe Alpha,Après-midi,0.9153,63.01,2.72,0.9130434782608695,0.08695652173913043,False,2024-07,2024-07-01,63.862138874809936,0,True,False,False,False,False,False
2024-07-06,Montoir-de-Bretagne,Ligne A350,Sous-ensemble composite,OF-2025-011035,50,44,6,60.4,7,7,À l'heure,Contrôle qualité bloquant,Critique,2579.41,Équipe Alpha,Après-midi,0.8971,65.29,2.45,0.88,0.12,False,2024-07,2024-07-01,43.70860927152318,0,True,True,False,False,False,False
2024-07-06,Rochefort,Ligne A320,Cadre structure,OF-2025-000433,58,57,1,49.86,5,11,En retard,Défaut assemblage,Mineure,438.97,Équipe Delta,Après-midi,0.9217,64.96,2.17,0.9827586206896551,0.017241379310344827,True,2024-07,2024-07-01,68.59205776173286,6,True,False,False,False,False,False
2024-07-06,Casablanca,Ligne Composite,Cadre structure,OF-2024-009084,55,52,3,46.56,4,10,En retard,Retouche peinture,Mineure,1115.17,Équipe Alpha,Matin,0.8918,69.33,1.7,0.9454545454545454,0.05454545454545454,True,2024-07,2024-07-01,67.01030927835052,6,True,False,False,False,False,False
2024-07-06,Casablanca,Ligne Assemblage Cabine,Sous-ensemble composite,OF-2024-003506,48,44,4,47.34,10,10,À l'heure,Écart documentaire,Critique,2662.32,Équipe Delta,Matin,0.8628,68.4,2.55,0.9166666666666666,0.08333333333333333,False,2024-07,2024-07-01,55.766793409378955,0,True,True,False,False,False,False
2024-07-06,Rochefort,Ligne Assemblage Cabine,Cadre structure,OF-2024-001648,61,60,1,41.0,3,3,À l'heure,Écart documentaire,Mineure,592.31,Équipe Bravo,Après-midi,0.9577,74.98,2.8,0.9836065573770492,0.01639344262295082,False,2024-07,2024-07-01,87.80487804878048,0,True,False,False,False,False,False
2024-07-06,Casablanca,Ligne Composite,Porte avion,OF-2025-000633,57,53,4,78.11,2,1,À l'heure,Défaut dimensionnel,Majeure,2110.19,Équipe Charlie,Nuit,0.9792,77.83,2.19,0.9298245614035088,0.07017543859649122,False,2024-07,2024-07-01,40.71181666880041,-1,True,False,False,False,False,False
2024-07-06,Montoir-de-Bretagne,Ligne A320,Plancher cabine,OF-2024-007364,47,45,2,50.46,4,4,À l'heure,Défaut assemblage,Majeure,1098.48,Équipe Bravo,Nuit,0.9168,75.71,1.97,0.9574468085106383,0.0425531914893617,False,2024-07,2024-07-01,53.5077288941736,0,True,False,False,False,False,False
2024-07-06,Casablanca,Ligne Assemblage Cabine,Sous-ensemble composite,OF-2025-007695,66,62,4,53.87,7,8,En retard,Défaut assemblage,Mineure,1048.65,Équipe Bravo,Après-midi,0.9829,58.16,2.9,0.9393939393939394,0.06060606060606061,True,2024-07,2024-07-01,69.05513272693521,1,True,False,False,False,False,False
2024-07-06,Rochefort,Ligne Composite,Cadre structure,OF-2025-000801,67,65,2,64.18,4,9,En retard,Retouche peinture,Mineure,589.87,Équipe Bravo,Matin,0.9219,65.77,1.56,0.9701492537313433,0.029850746268656716,True,2024-07,2024-07-01,60.76659395450295,5,True,False,False,False,False,False
2024-07-06,Rochefort,Ligne A320,Sous-ensemble composite,OF-2024-003692,68,65,3,48.63,5,5,À l'heure,Panne machine,Critique,1913.59,Équipe Bravo,Après-midi,0.7345,88.5,4.02,0.9558823529411765,0.04411764705882353,False,2024-07,2024-07-01,80.19740900678593,0,True,True,False,False,True,False
2024-07-06,Rochefort,Ligne Composite,Cadre structure,OF-2025-007325,70,66,4,57.67,5,4,À l'heure,Non-conformité matière,Majeure,1658.69,Équipe Charlie,Matin,0.9311,72.02,2.92,0.9428571428571428,0.05714285714285714,False,2024-07,2024-07-01,68.66655106641234,-1,True,False,False,False,False,False
2024-07-06,Casablanca,Ligne Assemblage Cabine,Cadre structure,OF-2024-008904,74,67,7,41.67,9,9,À l'heure,Contrôle qualité bloquant,Majeure,2649.2,Équipe Charlie,Matin,0.9492,63.55,2.6,0.9054054054054054,0.0945945945945946,False,2024-07,2024-07-01,96.4722822174226,0,True,False,False,False,False,False
2024-07-06,Montoir-de-Bretagne,Ligne A320,Panneau fuselage,OF-2024-005884,66,61,5,58.34,8,8,À l'heure,Panne machine,Majeure,1119.77,Équipe Alpha,Matin,0.8048,88.4,4.3,0.9242424242424242,0.07575757575757576,False,2024-07,2024-07-01,62.73568735001714,0,True,False,False,False,True,True
2024-07-06,Rochefort,Ligne A350,Panneau fuselage,OF-2025-006447,63,58,5,50.5,8,8,À l'heure,Défaut dimensionnel,Majeure,2259.43,Équipe Delta,Matin,0.9194,70.16,1.41,0.9206349206349206,0.07936507936507936,False,2024-07,2024-07-01,68.91089108910892,0,True,False,False,False,False,False
2024-07-06,Casablanca,Ligne A350,Panneau fuselage,OF-2025-000037,76,74,2,49.96,9,9,À l'heure,Contrôle qualité bloquant,Critique,1699.16,Équipe Delta,Matin,0.8178,69.34,2.37,0.9736842105263158,0.02631578947368421,False,2024-07,2024-07-01,88.871096877502,0,True,True,False,False,False,False
2024-07-06,Casablanca,Ligne Composite,Porte avion,OF-2025-006441,79,78,1,67.49,6,7,En retard,Non-conformité matière,Mineure,496.09,Équipe Delta,Matin,0.9411,70.79,2.08,0.9873417721518988,0.012658227848101266,True,2024-07,2024-07-01,69.34360646021632,1,True,False,False,False,False,False
2024-07-06,Casablanca,Ligne A330,Sous-ensemble composite,OF-2024-003350,59,50,9,57.31,6,6,À l'heure,Écart documentaire,Majeure,4397.01,Équipe Delta,Après-midi,0.9007,69.78,3.32,0.847457627118644,0.15254237288135594,False,2024-07,2024-07-01,52.34688536032106,0,True,False,False,True,False,False
2024-07-06,Casablanca,Ligne A350,Plancher cabine,OF-2025-002965,54,53,1,38.85,10,16,En retard,Défaut assemblage,Mineure,511.31,Équipe Charlie,Nuit,0.834,64.4,3.34,0.9814814814814815,0.018518518518518517,True,2024-07,2024-07-01,81.85328185328184,6,True,False,False,False,False,False
2024-07-06,Casablanca,Ligne Composite,Sous-ensemble composite,OF-2024-006768,65,61,4,53.51,11,11,À l'heure,Défaut assemblage,Mineure,974.09,Équipe Alpha,Matin,0.9102,70.53,1.7,0.9384615384615385,0.06153846153846154,False,2024-07,2024-07-01,68.39843019996263,0,True,False,False,False,False,False
2024-07-06,Rochefort,Ligne A320,Plancher cabine,OF-2025-006631,46,46,0,48.35,7,8,En retard,Aucune,Aucune,0.0,Équipe Alpha,Matin,0.8824,71.27,2.52,1.0,0.0,True,2024-07,2024-07-01,57.083764219234745,1,False,False,False,False,False,False
2024-07-06,Casablanca,Ligne A350,Plancher cabine,OF-2025-000263,84,78,6,48.4,6,6,À l'heure,Contrôle qualité bloquant,Majeure,1700.17,Équipe Delta,Après-midi,0.9488,74.1,2.58,0.9285714285714286,0.07142857142857142,False,2024-07,2024-07-01,96.69421487603306,0,True,False,False,False,False,False
2024-07-07,Casablanca,Ligne A330,Sous-ensemble composite,OF-2024-002660,61,57,4,45.53,3,2,À l'heure,Défaut dimensionnel,Mineure,1410.48,Équipe Bravo,Matin,0.9233,61.44,1.81,0.9344262295081968,0.06557377049180328,False,2024-07,2024-07-01,75.11530858774434,-1,True,False,False,False,False,False
2024-07-07,Casablanca,Ligne A350,Panneau fuselage,OF-2025-009181,65,59,6,64.45,5,5,À l'heure,Écart documentaire,Mineure,2361.54,Équipe Alpha,Après-midi,0.8719,64.44,2.3,0.9076923076923077,0.09230769230769231,False,2024-07,2024-07-01,54.92629945694336,0,True,False,False,False,False,False
2024-07-07,Montoir-de-Bretagne,Ligne Assemblage Cabine,Panneau fuselage,OF-2024-001374,87,84,3,47.84,8,8,À l'heure,Contrôle qualité bloquant,Majeure,1488.4,Équipe Charlie,Matin,0.9867,67.7,2.32,0.9655172413793104,0.034482758620689655,False,2024-07,2024-07-01,105.35117056856187,0,True,False,False,False,False,False
2024-07-07,Casablanca,Ligne Assemblage Cabine,Plancher cabine,OF-2024-006608,60,56,4,40.11,2,2,À l'heure,Écart documentaire,Majeure,2044.65,Équipe Charlie,Matin,0.89,67.61,2.31,0.9333333333333333,0.06666666666666667,False,2024-07,2024-07-01,83.7696335078534,0,True,False,False,False,False,False
2024-07-07,Rochefort,Ligne A320,Cadre structure,OF-2025-008555,55,54,1,48.12,2,8,En retard,Défaut assemblage,Mineure,513.25,Équipe Delta,Après-midi,0.995,55.92,1.94,0.9818181818181818,0.01818181818181818,True,2024-07,2024-07-01,67.33167082294266,6,True,False,False,False,False,False
2024-07-07,Casablanca,Ligne A320,Plancher cabine,OF-2024-008198,64,61,3,39.39,9,13,En retard,Retouche peinture,Mineure,1196.92,Équipe Alpha,Nuit,0.8782,63.4,1.42,0.953125,0.046875,True,2024-07,2024-07-01,92.91698400609292,4,True,False,False,False,False,False
2024-07-07,Casablanca,Ligne A320,Sous-ensemble composite,OF-2025-010649,65,64,1,54.89,3,3,À l'heure,Panne machine,Majeure,654.3,Équipe Charlie,Matin,0.8598,76.08,4.24,0.9846153846153847,0.015384615384615385,False,2024-07,2024-07-01,69.95809801421024,0,True,False,False,False,False,True
2024-07-07,Montoir-de-Bretagne,Ligne Assemblage Cabine,Porte avion,OF-2024-001744,52,51,1,54.38,5,5,À l'heure,Écart documentaire,Critique,1114.4,Équipe Charlie,Matin,0.9538,71.01,2.25,0.9807692307692307,0.019230769230769232,False,2024-07,2024-07-01,56.270687752850314,0,True,True,False,False,False,False
2024-07-07,Casablanca,Ligne A330,Cadre structure,OF-2025-001133,66,62,4,50.49,5,5,À l'heure,Retouche peinture,Majeure,1627.64,Équipe Bravo,Matin,0.915,64.69,2.32,0.9393939393939394,0.06060606060606061,False,2024-07,2024-07-01,73.6779560308972,0,True,False,False,False,False,False
2024-07-07,Casablanca,Ligne A320,Cadre structure,OF-2024-001572,78,74,4,48.0,10,9,À l'heure,Écart documentaire,Mineure,1593.04,Équipe Alpha,Matin,0.9119,73.81,1.95,0.9487179487179487,0.05128205128205128,False,2024-07,2024-07-01,92.5,-1,True,False,False,False,False,False
2024-07-07,Casablanca,Ligne A330,Cadre structure,OF-2024-002024,59,53,6,46.93,3,5,En retard,Non-conformité matière,Mineure,1687.13,Équipe Delta,Nuit,0.916,69.87,2.4,0.8983050847457628,0.1016949152542373,True,2024-07,2024-07-01,67.76049435329213,2,True,False,False,False,False,False
2024-07-07,Rochefort,Ligne Composite,Sous-ensemble composite,OF-2024-009898,84,78,6,72.62,11,11,À l'heure,Défaut assemblage,Critique,2365.84,Équipe Delta,Après-midi,0.9479,73.79,2.26,0.9285714285714286,0.07142857142857142,False,2024-07,2024-07-01,64.44505645827594,0,True,True,False,False,False,False
2024-07-07,Montoir-de-Bretagne,Ligne Composite,Cadre structure,OF-2025-002103,63,61,2,73.53,4,4,À l'heure,Défaut assemblage,Critique,1904.11,Équipe Alpha,Matin,0.927,70.08,2.48,0.9682539682539683,0.031746031746031744,False,2024-07,2024-07-01,49.775601795185636,0,True,True,False,False,False,False
2024-07-08,Casablanca,Ligne A330,Sous-ensemble composite,OF-2024-004034,61,60,1,55.39,9,9,À l'heure,Défaut dimensionnel,Majeure,787.05,Équipe Delta,Nuit,0.9268,68.88,1.88,0.9836065573770492,0.01639344262295082,False,2024-07,2024-07-01,64.99368116988626,0,True,False,False,False,False,False
2024-07-08,Casablanca,Ligne A320,Porte avion,OF-2025-007291,68,64,4,41.85,7,12,En retard,Non-conformité matière,Mineure,1067.24,Équipe Alpha,Nuit,0.8823,65.2,2.52,0.9411764705882353,0.058823529411764705,True,2024-07,2024-07-01,91.75627240143369,5,True,False,False,False,False,False
2024-07-08,Casablanca,Ligne A320,Panneau fuselage,OF-2024-011578,77,76,1,34.3,11,11,À l'heure,Contrôle qualité bloquant,Majeure,647.88,Équipe Alpha,Après-midi,0.9103,62.62,3.0,0.987012987012987,0.012987012987012988,False,2024-07,2024-07-01,132.94460641399417,0,True,False,False,False,False,False
2024-07-08,Casablanca,Ligne A330,Plancher cabine,OF-2024-010676,82,82,0,52.46,11,14,En retard,Aucune,Aucune,0.0,Équipe Charlie,Après-midi,0.9291,59.42,3.12,1.0,0.0,True,2024-07,2024-07-01,93.78574151734655,3,False,False,False,False,False,False
2024-07-08,Montoir-de-Bretagne,Ligne Assemblage Cabine,Porte avion,OF-2025-011273,73,64,9,54.16,6,6,À l'heure,Non-conformité matière,Critique,3531.03,Équipe Bravo,Après-midi,0.8867,60.41,2.88,0.8767123287671232,0.1232876712328767,False,2024-07,2024-07-01,70.90103397341211,0,True,True,False,True,False,False
2024-07-08,Montoir-de-Bretagne,Ligne A320,Porte avion,OF-2025-008149,65,58,7,63.78,10,11,En retard,Contrôle qualité bloquant,Majeure,3072.25,Équipe Delta,Nuit,0.9872,69.53,2.84,0.8923076923076924,0.1076923076923077,True,2024-07,2024-07-01,54.562558795860774,1,True,False,False,False,False,False
2024-07-08,Montoir-de-Bretagne,Ligne A350,Panneau fuselage,OF-2024-000850,52,50,2,56.07,7,7,À l'heure,Écart documentaire,Majeure,1121.94,Équipe Charlie,Après-midi,0.9434,73.43,1.89,0.9615384615384616,0.038461538461538464,False,2024-07,2024-07-01,53.50454788657036,0,True,False,False,False,False,False
2024-07-08,Casablanca,Ligne A330,Cadre structure,OF-2024-002214,62,60,2,41.04,7,7,À l'heure,Contrôle qualité bloquant,Majeure,1193.79,Équipe Alpha,Matin,0.8595,55.58,3.1,0.967741935483871,0.03225806451612903,False,2024-07,2024-07-01,87.71929824561404,0,True,False,False,False,False,False
2024-07-08,Rochefort,Ligne Assemblage Cabine,Sous-ensemble composite,OF-2025-001493,44,42,2,44.1,7,7,À l'heure,Défaut dimensionnel,Mineure,709.6,Équipe Charlie,Nuit,0.8497,62.98,3.94,0.9545454545454546,0.045454545454545456,False,2024-07,2024-07-01,57.142857142857146,0,True,False,False,False,False,False
2024-07-08,Casablanca,Ligne Composite,Panneau fuselage,OF-2025-000889,63,61,2,53.59,6,11,En retard,Défaut dimensionnel,Mineure,841.31,Équipe Alpha,Après-midi,0.8633,66.58,3.04,0.9682539682539683,0.031746031746031744,True,2024-07,2024-07-01,68.29632394103376,5,True,False,False,False,False,False
2024-07-08,Rochefort,Ligne Composite,Plancher cabine,OF-2024-008878,54,54,0,47.34,9,9,À l'heure,Aucune,Aucune,0.0,Équipe Delta,Après-midi,0.9406,60.83,1.69,1.0,0.0,False,2024-07,2024-07-01,68.44106463878326,0,False,False,False,False,False,False
2024-07-08,Casablanca,Ligne A330,Panneau fuselage,OF-2025-003601,57,49,8,57.48,8,8,À l'heure,Retouche peinture,Mineure,3351.91,Équipe Bravo,Matin,0.9763,61.84,2.82,0.8596491228070176,0.14035087719298245,False,2024-07,2024-07-01,51.1482254697286,0,True,False,False,False,False,False
2024-07-08,Casablanca,Ligne A350,Plancher cabine,OF-2024-007690,76,73,3,47.5,7,7,À l'heure,Défaut dimensionnel,Critique,2358.71,Équipe Alpha,Matin,0.9225,73.52,2.02,0.9605263157894737,0.039473684210526314,False,2024-07,2024-07-01,92.21052631578948,0,True,True,False,False,False,False
2024-07-08,Rochefort,Ligne A350,Cadre structure,OF-2025-011381,50,47,3,71.21,6,11,En retard,Défaut assemblage,Mineure,1279.36,Équipe Delta,Matin,0.9054,62.62,2.87,0.94,0.06,True,2024-07,2024-07-01,39.601179609605396,5,True,False,False,False,False,False
2024-07-08,Casablanca,Ligne A320,Porte avion,OF-2025-009447,75,74,1,58.46,9,8,À l'heure,Défaut dimensionnel,Majeure,649.97,Équipe Delta,Matin,0.8804,72.09,1.43,0.9866666666666667,0.013333333333333334,False,2024-07,2024-07-01,75.94936708860759,-1,True,False,False,False,False,False
2024-07-08,Rochefort,Ligne A350,Sous-ensemble composite,OF-2024-005382,77,75,2,66.75,8,8,À l'heure,Retouche peinture,Mineure,731.05,Équipe Bravo,Après-midi,0.8861,78.56,1.52,0.974025974025974,0.025974025974025976,False,2024-07,2024-07-01,67.41573033707864,0,True,False,False,False,False,False
2024-07-08,Montoir-de-Bretagne,Ligne A330,Panneau fuselage,OF-2025-008405,56,54,2,59.43,7,7,À l'heure,Écart documentaire,Mineure,668.87,Équipe Alpha,Nuit,0.8626,78.65,2.27,0.9642857142857143,0.03571428571428571,False,2024-07,2024-07-01,54.51792024230186,0,True,False,False,False,False,False
2024-07-08,Casablanca,Ligne A350,Cadre structure,OF-2024-010012,45,43,2,44.75,4,7,En retard,Retouche peinture,Mineure,913.5,Équipe Charlie,Nuit,0.8909,76.76,3.07,0.9555555555555556,0.044444444444444446,True,2024-07,2024-07-01,57.6536312849162,3,True,False,False,False,False,False
2024-07-08,Montoir-de-Bretagne,Ligne A320,Plancher cabine,OF-2024-011452,70,68,2,33.68,6,11,En retard,Contrôle qualité bloquant,Majeure,1079.25,Équipe Alpha,Matin,0.8949,70.95,1.45,0.9714285714285714,0.02857142857142857,True,2024-07,2024-07-01,121.14014251781472,5,True,False,False,False,False,False
2024-07-08,Casablanca,Ligne Assemblage Cabine,Cadre structure,OF-2025-004789,69,65,4,49.66,11,11,À l'heure,Non-conformité matière,Critique,1908.29,Équipe Alpha,Matin,0.995,73.01,2.99,0.9420289855072463,0.057971014492753624,False,2024-07,2024-07-01,78.53403141361257,0,True,True,False,False,False,False
2024-07-09,Casablanca,Ligne A330,Sous-ensemble composite,OF-2024-002498,60,55,5,46.36,6,7,En retard,Défaut assemblage,Majeure,1747.83,Équipe Alpha,Nuit,0.9254,72.0,2.12,0.9166666666666666,0.08333333333333333,True,2024-07,2024-07-01,71.18205349439172,1,True,False,False,False,False,False
2024-07-09,Casablanca,Ligne Composite,Sous-ensemble composite,OF-2025-006923,65,63,2,61.8,7,6,À l'heure,Contrôle qualité bloquant,Critique,1660.35,Équipe Delta,Matin,0.9269,75.04,2.44,0.9692307692307692,0.03076923076923077,False,2024-07,2024-07-01,61.165048543689316,-1,True,True,False,False,False,False
2024-07-09,Casablanca,Ligne Assemblage Cabine,Panneau fuselage,OF-2025-010681,65,63,2,39.22,10,10,À l'heure,Défaut assemblage,Mineure,684.46,Équipe Charlie,Nuit,0.9388,66.76,2.68,0.9692307692307692,0.03076923076923077,False,2024-07,2024-07-01,96.37939826619072,0,True,False,False,False,False,False
2024-07-09,Casablanca,Ligne A320,Cadre structure,OF-2024-002944,75,74,1,49.79,10,10,À l'heure,Écart documentaire,Mineure,553.03,Équipe Charlie,Matin,0.9603,72.34,2.18,0.9866666666666667,0.013333333333333334,False,2024-07,2024-07-01,89.1745330387628,0,True,False,False,False,False,False
2024-07-09,Montoir-de-Bretagne,Ligne Composite,Panneau fuselage,OF-2025-008055,67,66,1,49.45,4,4,À l'heure,Non-conformité matière,Mineure,462.82,Équipe Bravo,Nuit,0.9354,57.2,1.81,0.9850746268656716,0.014925373134328358,False,2024-07,2024-07-01,80.0808897876643,0,True,False,False,False,False,False
2024-07-09,Montoir-de-Bretagne,Ligne A320,Cadre structure,OF-2024-005822,59,56,3,46.38,2,7,En retard,Contrôle qualité bloquant,Majeure,1364.52,Équipe Bravo,Après-midi,0.9312,71.71,1.84,0.9491525423728814,0.05084745762711865,True,2024-07,2024-07-01,72.44501940491591,5,True,False,False,False,False,False
2024-07-09,Montoir-de-Bretagne,Ligne A320,Sous-ensemble composite,OF-2024-006678,61,56,5,41.25,5,5,À l'heure,Contrôle qualité bloquant,Majeure,1506.37,Équipe Delta,Nuit,0.9819,68.63,3.19,0.9180327868852459,0.08196721311475409,False,2024-07,2024-07-01,81.45454545454545,0,True,False,False,False,False,False
2024-07-09,Casablanca,Ligne Composite,Cadre structure,OF-2025-005607,54,49,5,51.35,11,16,En retard,Défaut dimensionnel,Majeure,2484.16,Équipe Bravo,Après-midi,0.877,68.1,2.93,0.9074074074074074,0.09259259259259259,True,2024-07,2024-07-01,57.254138266796495,5,True,False,False,False,False,False
